"actualRentalIncome","borrowing","capitalGains","capitalGrowth","incomeTax","interest","interestRate","interestTaxRelief","LTV","netProfit","otherInterestFees","otherPropertyExpenses","otherPropertyExpensesT+1","propertyExpenses","propertyExpensesGrowth","propertyManagement","propertyValueT+1","rentalGrossProfit","rentalGrossYield","rentalGrowth","rentalIncome","rentalIncomeLoss%","rentalIncomeT+1","rentalNetProfitBeforeInterest","stampDutyTax","stampDutyTaxBand"
"<25k","<200k","<40k","<3%","20-30%","5-10k","6","1-2k","<20%","-5-5k","1-1.5k",">5k",">5k","8-9k","<3%","upTo9%","1.5-1.75m","10-15k","<2%",">9%","<25k","5-7%","25-30k","<15k","55-900k","2"
"<25k","<200k","40-80k","5-7%","20-30%","5-10k","3","1-2k","<20%","5-10k","1-1.5k","3-5k",">5k","8-9k",">9%",">17%","1.5-1.75m","15-20k","<2%","7-9%","<25k","5-7%","25-30k","<15k","55-900k","2"
"<25k","300-400k","40-80k",">9%","20-30%","20-25k","5","4-5k","50-65%","-5-5k","1-1.5k","3-5k","3-5k","<5k","3-5%","upTo9%","<750k","15-20k","3-4%",">9%","<25k","5-7%","25-30k","<15k","<55k","0"
"30-35k","200-300k","40-80k","5-7%","<10%","5-10k","3","1-2k","25-50%","20-25k","<1k",">5k",">5k","8-9k","5-7%","upTo9%","<750k","25-30k","4-5%","7-9%","35-40k","7-9%","30-35k","25-30k","<55k","0"
">45k",">400k","<40k","<3%","20-30%","5-10k","1","1-2k","50-65%",">25k",">1.5k","<3k","<3k","5-8k","3-5%","9-13%","750k-1m",">30k",">5%","3-5%",">45k","7-9%",">45k","30-35k","<55k","0"
"35-40k","300-400k","40-80k","3-5%",">30%","15-20k","5","3-4k","<20%","5-10k","1-1.5k","3-5k","3-5k","5-8k","3-5%","9-13%","1.5-1.75m","25-30k","2-3%",">9%","35-40k","3-5%","40-45k","15-20k","55-900k","2"
">45k",">400k","80-120k","7-9%","10-20%",">25k","6",">5k","25-50%","5-10k","<1k",">5k",">5k",">9k","5-7%","13-17%","1-1.25m",">30k","4-5%","7-9%",">45k","<3%",">45k","25-30k","55-900k","1"
"<25k","300-400k","<40k","7-9%","<10%","15-20k","5","3-4k","50-65%","-5-5k","1-1.5k","3-5k","3-5k","8-9k","5-7%","13-17%","<750k","10-15k","4-5%","<3%","25-30k","7-9%","<25k","<15k","<55k","0"
"25-30k",">400k","<40k","5-7%","20-30%","20-25k","5","4-5k","50-65%","-5-5k","<1k","3-5k",">5k","5-8k","<3%","upTo9%","<750k","20-25k","4-5%","3-5%","30-35k","<3%","30-35k","15-20k","<55k","0"
"35-40k","300-400k","80-120k","7-9%","10-20%",">25k","6",">5k","20-25%","-5-5k",">1.5k","3-5k","3-5k","8-9k","7-9%","13-17%","1-1.25m","25-30k","3-4%","3-5%","40-45k",">9%","40-45k","20-25k","55-900k","1"
"40-45k","200-300k","40-80k","3-5%","<10%","15-20k","6","3-4k","<20%","15-20k",">1.5k","<3k","<3k","5-8k","5-7%","9-13%",">1.75m",">30k","2-3%","7-9%","40-45k","<3%",">45k","25-30k","55-900k","2"
"30-35k","<200k","120-160k","7-9%","20-30%","5-10k","4","1-2k","<20%","10-15k",">1.5k","<3k","3-5k","5-8k","7-9%","13-17%",">1.75m","25-30k","<2%",">9%","35-40k","3-5%","30-35k","15-20k","55-900k","2"
"30-35k","<200k","<40k","3-5%","20-30%","<5k","1","<1k","20-25%","20-25k","<1k","<3k","<3k","<5k","<3%","9-13%","<750k",">30k",">5%","5-7%","35-40k",">9%","35-40k","20-25k","<55k","0"
"35-40k","300-400k","<40k","<3%","<10%","5-10k","1","1-2k","20-25%",">25k",">1.5k","<3k","<3k","8-9k","<3%",">17%","1-1.25m",">30k","3-4%","3-5%","35-40k","3-5%","35-40k","30-35k","55-900k","1"
"25-30k","<200k","120-160k",">9%",">30%","5-10k","4","1-2k","<20%","-5-5k","<1k",">5k",">5k","8-9k","7-9%","13-17%","1.25-1.5m","15-20k","<2%","3-5%","30-35k","7-9%","25-30k","<15k","55-900k","1"
"25-30k","300-400k","40-80k","3-5%","20-30%","20-25k","6","4-5k","20-25%","<-5k","1-1.5k",">5k",">5k","8-9k","5-7%","9-13%","1.25-1.5m","15-20k","<2%","7-9%","30-35k","7-9%","30-35k","<15k","55-900k","1"
"30-35k","300-400k","<40k","<3%","20-30%","15-20k","5","3-4k","25-50%","5-10k",">1.5k","3-5k",">5k","8-9k","3-5%",">17%","750k-1m","25-30k","3-4%","<3%","30-35k","7-9%","30-35k","15-20k","55-900k","0"
"<25k",">400k","80-120k",">9%",">30%","10-15k","3","2-3k","25-50%","5-10k",">1.5k","<3k","<3k","<5k","3-5%","upTo9%","1.5-1.75m","20-25k","<2%","<3%","<25k","7-9%","<25k","<15k","55-900k","1"
"35-40k",">400k","120-160k","7-9%","<10%",">25k","6",">5k","20-25%","-5-5k","<1k","<3k","<3k","5-8k","5-7%","upTo9%","1.5-1.75m","25-30k","2-3%","3-5%","40-45k",">9%","40-45k","25-30k","55-900k","2"
"<25k",">400k","<40k","<3%",">30%","20-25k","5","4-5k","25-50%","-5-5k","<1k","<3k","3-5k","5-8k","<3%",">17%","1-1.25m","10-15k","2-3%","7-9%","<25k","3-5%","25-30k","<15k","55-900k","1"
"<25k","200-300k","120-160k","7-9%",">30%","10-15k","5","2-3k","<20%","-5-5k",">1.5k","<3k","<3k","<5k","3-5%","upTo9%",">1.75m","15-20k","<2%",">9%","<25k","5-7%","25-30k","<15k","55-900k","2"
">45k","300-400k","<40k","5-7%",">30%","10-15k","3","2-3k","50-65%","10-15k","1-1.5k","<3k","<3k","5-8k",">9%","9-13%","<750k",">30k",">5%","7-9%",">45k","7-9%",">45k","20-25k","<55k","0"
">45k","<200k","40-80k","5-7%",">30%","<5k","1","<1k","20-25%","10-15k","1-1.5k","<3k","<3k","8-9k",">9%","13-17%","750k-1m",">30k","4-5%","7-9%",">45k","3-5%",">45k","15-20k","<55k","0"
"<25k","200-300k",">160k",">9%","20-30%","<5k","1","<1k","<20%","5-10k","<1k",">5k",">5k","8-9k","7-9%","9-13%",">1.75m","10-15k","<2%","5-7%","<25k","3-5%","25-30k","<15k","55-900k","2"
"40-45k",">400k","80-120k","7-9%","20-30%","10-15k","2","2-3k","20-25%","10-15k",">1.5k","<3k","<3k","5-8k","3-5%","upTo9%","1.25-1.5m",">30k","2-3%","5-7%",">45k","3-5%",">45k","25-30k","55-900k","1"
">45k","200-300k","<40k","<3%","20-30%","10-15k","4","2-3k","20-25%","20-25k",">1.5k","3-5k","3-5k","8-9k","3-5%","9-13%","750k-1m",">30k",">5%","5-7%",">45k","7-9%",">45k","25-30k","55-900k","1"
"25-30k","200-300k","120-160k",">9%","<10%","5-10k","2","1-2k","<20%","-5-5k",">1.5k",">5k",">5k",">9k","5-7%",">17%","1.25-1.5m","10-15k","<2%","<3%","30-35k","5-7%","25-30k","<15k","55-900k","1"
"<25k","300-400k","120-160k","7-9%","10-20%","10-15k","4","2-3k","20-25%","-5-5k","1-1.5k","3-5k","3-5k","5-8k",">9%","upTo9%",">1.75m","10-15k","<2%","7-9%","25-30k",">9%","<25k","<15k","55-900k","2"
"40-45k","<200k",">160k",">9%","<10%","5-10k","5","1-2k","<20%",">25k",">1.5k","<3k","<3k","5-8k","3-5%","upTo9%",">1.75m",">30k","2-3%","<3%",">45k","7-9%",">45k",">35k","55-900k","2"
"30-35k","300-400k","40-80k","5-7%",">30%","20-25k","6","4-5k","20-25%","-5-5k",">1.5k","3-5k","3-5k","8-9k",">9%",">17%","1-1.25m","20-25k","2-3%","5-7%","30-35k","3-5%","35-40k","15-20k","55-900k","1"
"25-30k",">400k","120-160k","7-9%","20-30%","5-10k","2","1-2k","20-25%","10-15k","<1k","3-5k","3-5k","8-9k","7-9%","13-17%",">1.75m","20-25k","<2%",">9%","25-30k","<3%","25-30k","15-20k","55-900k","2"
"40-45k","200-300k","40-80k","3-5%",">30%","<5k","1","<1k","20-25%","20-25k","<1k","<3k","<3k","8-9k",">9%","13-17%","1.25-1.5m",">30k","3-4%","7-9%",">45k","7-9%",">45k","20-25k","55-900k","1"
"35-40k","200-300k","80-120k","5-7%",">30%","5-10k","3","1-2k","<20%","10-15k",">1.5k","3-5k","3-5k","8-9k",">9%",">17%",">1.75m","25-30k","2-3%","7-9%","35-40k",">9%",">45k","15-20k","55-900k","2"
"35-40k","200-300k","120-160k",">9%","20-30%","10-15k","5","2-3k","<20%","5-10k","<1k","3-5k","3-5k","8-9k","5-7%",">17%","1.5-1.75m","25-30k","2-3%","7-9%","40-45k","7-9%","40-45k","15-20k","55-900k","2"
">45k","<200k","80-120k","5-7%","<10%","<5k","2","<1k","<20%",">25k","1-1.5k","3-5k","3-5k","8-9k","7-9%","13-17%","1.5-1.75m",">30k","2-3%","3-5%",">45k","3-5%",">45k",">35k","55-900k","2"
"<25k","<200k","80-120k","7-9%","20-30%","5-10k","3","1-2k","<20%","5-10k","<1k",">5k",">5k","5-8k",">9%","upTo9%","1.25-1.5m","10-15k","<2%","7-9%","<25k","5-7%","<25k","<15k","55-900k","1"
"30-35k","<200k","<40k","<3%","20-30%","5-10k","3","1-2k","<20%","15-20k",">1.5k","<3k","<3k","5-8k","<3%","9-13%","1.5-1.75m","25-30k","2-3%","5-7%","30-35k","5-7%","35-40k","20-25k","55-900k","2"
"<25k","300-400k","<40k","<3%",">30%","<5k","1","<1k","20-25%","5-10k","1-1.5k",">5k",">5k","5-8k","3-5%","9-13%","1.5-1.75m","10-15k","<2%","7-9%","<25k","3-5%","25-30k","<15k","55-900k","2"
"35-40k","<200k","<40k","<3%","10-20%","5-10k","3","1-2k","<20%","15-20k",">1.5k","<3k","<3k","5-8k","<3%","9-13%",">1.75m",">30k","2-3%","5-7%","40-45k","7-9%","40-45k","25-30k","55-900k","2"
"<25k","300-400k","80-120k",">9%",">30%","15-20k","4","3-4k","20-25%","-5-5k","<1k","<3k","3-5k","5-8k","7-9%",">17%","1.25-1.5m","15-20k","<2%","5-7%","25-30k","7-9%","25-30k","<15k","55-900k","1"
"30-35k","200-300k","80-120k","7-9%","20-30%","5-10k","3","1-2k","<20%","5-10k",">1.5k",">5k",">5k",">9k","3-5%",">17%","1.25-1.5m","20-25k","3-4%","5-7%","35-40k",">9%","35-40k","<15k","55-900k","1"
"35-40k","300-400k","120-160k",">9%",">30%","5-10k","1","1-2k","20-25%","15-20k",">1.5k",">5k",">5k","8-9k",">9%","9-13%","1.5-1.75m",">30k","2-3%","5-7%","35-40k",">9%","40-45k","25-30k","55-900k","1"
"30-35k",">400k","40-80k","3-5%","10-20%","20-25k","4","4-5k","25-50%","-5-5k","1-1.5k",">5k",">5k","8-9k","3-5%",">17%","1.25-1.5m","20-25k","2-3%","5-7%","30-35k","5-7%","35-40k","15-20k","55-900k","1"
"25-30k",">400k","80-120k",">9%",">30%",">25k","6",">5k","50-65%","<-5k","<1k","3-5k","3-5k","<5k","<3%","upTo9%","750k-1m","20-25k","3-4%",">9%","25-30k",">9%","30-35k","<15k","55-900k","0"
"25-30k","200-300k","40-80k",">9%",">30%","10-15k","4","2-3k","20-25%","-5-5k","1-1.5k","3-5k","3-5k","8-9k","<3%",">17%","750k-1m","15-20k","3-4%",">9%","25-30k",">9%","30-35k","<15k","<55k","0"
"35-40k","200-300k","40-80k","7-9%",">30%","5-10k","2","1-2k","20-25%","15-20k","1-1.5k","3-5k","3-5k",">9k","3-5%",">17%","750k-1m","25-30k",">5%","<3%","35-40k",">9%","40-45k","20-25k","55-900k","0"
"40-45k","200-300k","<40k","<3%",">30%","5-10k","4","1-2k","25-50%","20-25k",">1.5k",">5k",">5k",">9k","<3%",">17%","<750k",">30k",">5%",">9%",">45k","7-9%",">45k","25-30k","<55k","0"
"40-45k","200-300k","40-80k","7-9%","<10%","5-10k","2","1-2k","20-25%","15-20k",">1.5k","<3k","<3k",">9k","3-5%",">17%","750k-1m","25-30k","4-5%","7-9%","40-45k","3-5%",">45k","20-25k","55-900k","1"
"25-30k",">400k","<40k","<3%","10-20%","10-15k","2","2-3k","20-25%","5-10k",">1.5k",">5k",">5k","5-8k","3-5%","upTo9%","1.5-1.75m","20-25k","<2%","5-7%","30-35k","7-9%","30-35k","15-20k","55-900k","2"
"40-45k","300-400k","40-80k","5-7%",">30%","5-10k","2","1-2k","25-50%","10-15k","1-1.5k","<3k","<3k","<5k","7-9%","upTo9%","750k-1m",">30k","4-5%","7-9%",">45k","7-9%",">45k","20-25k","<55k","0"
"25-30k","300-400k","80-120k","7-9%","10-20%","10-15k","3","2-3k","20-25%","5-10k","<1k","3-5k",">5k","8-9k",">9%","13-17%",">1.75m","15-20k","<2%","5-7%","25-30k","3-5%","30-35k","15-20k","55-900k","2"
"40-45k",">400k","40-80k","5-7%",">30%",">25k","5",">5k","20-25%","-5-5k",">1.5k","3-5k","3-5k","5-8k",">9%","upTo9%","1.25-1.5m",">30k","2-3%","5-7%",">45k","7-9%",">45k","20-25k","55-900k","1"
"<25k",">400k","120-160k","7-9%","20-30%",">25k","6",">5k","20-25%","-5-5k","<1k","<3k","<3k","5-8k","<3%",">17%",">1.75m","15-20k","<2%","<3%","<25k","<3%","<25k","15-20k","55-900k","2"
"25-30k","200-300k","40-80k","5-7%","<10%","5-10k","3","1-2k","<20%","10-15k",">1.5k","3-5k","3-5k","5-8k","<3%","9-13%","1.5-1.75m","15-20k","<2%","<3%","25-30k","7-9%","25-30k","15-20k","55-900k","2"
"25-30k","300-400k","<40k","<3%","20-30%","10-15k","3","2-3k","25-50%","-5-5k","1-1.5k","3-5k","3-5k","8-9k","<3%","9-13%","1-1.25m","15-20k","2-3%","5-7%","30-35k",">9%","30-35k","<15k","55-900k","1"
"<25k","<200k","<40k","<3%","<10%","<5k","1","<1k","<20%","15-20k","1-1.5k","<3k","<3k","<5k","5-7%","upTo9%",">1.75m","15-20k","<2%",">9%","<25k","<3%","<25k","15-20k","55-900k","2"
"35-40k",">400k","40-80k","3-5%","10-20%","5-10k","2","1-2k","20-25%","10-15k","<1k",">5k",">5k",">9k","7-9%",">17%",">1.75m","20-25k","<2%","5-7%","35-40k","<3%","40-45k","15-20k","55-900k","2"
"35-40k","300-400k","80-120k",">9%","10-20%","<5k","1","<1k","20-25%","20-25k","<1k",">5k",">5k","8-9k","5-7%","upTo9%","1-1.25m","25-30k","3-4%","<3%","35-40k",">9%","40-45k","20-25k","55-900k","1"
"40-45k","<200k","40-80k",">9%","20-30%","<5k","2","<1k","<20%",">25k","<1k",">5k",">5k","8-9k","5-7%","9-13%","750k-1m",">30k","4-5%",">9%",">45k","<3%",">45k","25-30k","<55k","0"
">45k","200-300k","40-80k","3-5%",">30%","<5k","1","<1k","<20%","15-20k","<1k","<3k","<3k","8-9k",">9%","13-17%",">1.75m",">30k","2-3%","<3%",">45k","<3%",">45k","20-25k","55-900k","2"
"35-40k","<200k","40-80k","3-5%","10-20%","5-10k","3","1-2k","<20%",">25k","<1k","3-5k","3-5k","5-8k","5-7%","upTo9%","1.25-1.5m",">30k","3-4%","3-5%","35-40k","<3%","40-45k","30-35k","55-900k","1"
"<25k","200-300k","<40k","<3%","<10%","10-15k","6","2-3k","20-25%","5-10k","1-1.5k","3-5k","3-5k","5-8k","3-5%","13-17%","750k-1m","15-20k","2-3%","3-5%","<25k","5-7%","<25k","15-20k","55-900k","1"
"<25k",">400k","120-160k",">9%","<10%",">25k","6",">5k","20-25%","<-5k",">1.5k","<3k","3-5k","<5k",">9%","upTo9%","1.5-1.75m","10-15k","<2%","<3%","<25k","<3%","<25k","<15k","55-900k","2"
"30-35k","<200k","120-160k",">9%","10-20%","5-10k","3","1-2k","<20%","10-15k","<1k","3-5k","3-5k","8-9k","3-5%",">17%","1.25-1.5m","20-25k","2-3%","5-7%","30-35k","<3%","35-40k","15-20k","55-900k","1"
"25-30k",">400k","40-80k","5-7%",">30%","10-15k","2","2-3k","25-50%","-5-5k",">1.5k",">5k",">5k","5-8k",">9%","upTo9%","1.25-1.5m","20-25k","2-3%","3-5%","30-35k",">9%","30-35k","<15k","55-900k","1"
"40-45k","<200k","40-80k","3-5%","<10%","5-10k","6","1-2k","<20%","15-20k","<1k","3-5k","3-5k",">9k","5-7%",">17%","1.5-1.75m","25-30k","2-3%",">9%","40-45k","<3%",">45k","25-30k","55-900k","2"
"30-35k","200-300k","80-120k","5-7%","<10%","5-10k","2","1-2k","<20%","10-15k","1-1.5k","3-5k","3-5k","8-9k","7-9%","13-17%",">1.75m","20-25k","<2%",">9%","30-35k",">9%","35-40k","20-25k","55-900k","2"
"35-40k",">400k",">160k",">9%",">30%",">25k","5",">5k","20-25%","-5-5k","1-1.5k","<3k","<3k","5-8k","5-7%","9-13%",">1.75m",">30k","2-3%","3-5%","40-45k","3-5%","40-45k","20-25k","55-900k","2"
"<25k",">400k",">160k",">9%","<10%","15-20k","4","3-4k","20-25%","-5-5k","<1k","3-5k",">5k","5-8k",">9%","13-17%",">1.75m","15-20k","<2%","7-9%","<25k","3-5%","<25k","15-20k","55-900k","2"
"40-45k",">400k","120-160k","7-9%","20-30%",">25k","6",">5k","20-25%","-5-5k","1-1.5k","<3k","<3k","8-9k","<3%",">17%",">1.75m",">30k","2-3%","5-7%","40-45k","3-5%",">45k","20-25k","55-900k","2"
"35-40k",">400k","<40k","<3%","<10%","15-20k","4","3-4k","25-50%","10-15k",">1.5k",">5k",">5k",">9k","7-9%",">17%","1.25-1.5m","25-30k","2-3%","3-5%","35-40k","<3%","40-45k","25-30k","55-900k","1"
"35-40k",">400k","40-80k",">9%","10-20%",">25k","6",">5k",">65%","5-10k","<1k","3-5k","3-5k","8-9k","<3%",">17%","<750k","25-30k",">5%",">9%","40-45k","7-9%","40-45k","25-30k","<55k","0"
"35-40k","200-300k","<40k","<3%",">30%","5-10k","2","1-2k","20-25%","10-15k",">1.5k",">5k",">5k",">9k","3-5%",">17%","750k-1m","25-30k","3-4%","3-5%","35-40k","7-9%","40-45k","15-20k","55-900k","1"
"30-35k","300-400k","40-80k",">9%",">30%","5-10k","1","1-2k","50-65%","5-10k","1-1.5k","3-5k","3-5k","5-8k","5-7%","9-13%","<750k","20-25k",">5%","3-5%","30-35k","3-5%","30-35k","<15k","<55k","0"
"<25k","200-300k","80-120k","7-9%","10-20%","10-15k","5","2-3k","20-25%","10-15k","1-1.5k","<3k","<3k","5-8k","7-9%","13-17%","1.5-1.75m","15-20k","<2%","<3%","<25k","<3%","<25k","15-20k","55-900k","1"
"<25k","200-300k","120-160k","7-9%","20-30%","15-20k","6","3-4k","<20%","-5-5k",">1.5k","3-5k","3-5k","8-9k","3-5%",">17%","1.5-1.75m","<10k","<2%","<3%","25-30k",">9%","25-30k","<15k","55-900k","2"
"30-35k",">400k","40-80k","7-9%","10-20%",">25k","6",">5k","50-65%","<-5k","<1k",">5k",">5k","8-9k",">9%","9-13%","750k-1m","20-25k","3-4%","7-9%","30-35k","3-5%","35-40k","15-20k","55-900k","1"
"<25k","200-300k","120-160k","7-9%","<10%","5-10k","4","1-2k","<20%","10-15k","<1k",">5k",">5k","8-9k","<3%","13-17%",">1.75m","15-20k","<2%","7-9%","<25k","<3%","<25k","15-20k","55-900k","2"
"<25k","<200k","40-80k",">9%","10-20%","<5k","3","<1k","<20%","10-15k","<1k","<3k","<3k","<5k","3-5%","9-13%","750k-1m","15-20k","2-3%","5-7%","<25k","<3%","25-30k","15-20k","<55k","0"
"40-45k","200-300k","80-120k",">9%","<10%","5-10k","3","1-2k","20-25%","20-25k",">1.5k","<3k","<3k","5-8k","3-5%","13-17%","750k-1m",">30k","4-5%",">9%",">45k","7-9%",">45k","30-35k","55-900k","1"
"40-45k","300-400k","40-80k","3-5%","20-30%","20-25k","6","4-5k","<20%","5-10k","<1k","<3k","<3k","8-9k","3-5%",">17%",">1.75m",">30k","2-3%","<3%","40-45k","3-5%",">45k","25-30k","55-900k","2"
"40-45k","300-400k","<40k","3-5%","10-20%","15-20k","6","3-4k","20-25%","5-10k","<1k",">5k",">5k",">9k","<3%",">17%","1.25-1.5m","25-30k","3-4%","3-5%","40-45k","3-5%",">45k","20-25k","55-900k","1"
"<25k","200-300k","40-80k","7-9%","10-20%","<5k","1","<1k","25-50%","5-10k","1-1.5k","3-5k","3-5k","5-8k","3-5%","upTo9%","<750k","10-15k","3-4%","5-7%","<25k","3-5%","<25k","<15k","<55k","0"
">45k","300-400k","120-160k",">9%",">30%","5-10k","2","1-2k","20-25%","20-25k","1-1.5k",">5k",">5k","8-9k","5-7%","upTo9%","1.5-1.75m",">30k","3-4%","3-5%",">45k","5-7%",">45k","25-30k","55-900k","1"
"30-35k","300-400k","120-160k",">9%","10-20%","<5k","1","<1k","20-25%","20-25k","1-1.5k","3-5k","3-5k","8-9k","3-5%",">17%","1.5-1.75m","25-30k","<2%","<3%","30-35k","5-7%","30-35k","20-25k","55-900k","2"
"<25k",">400k","80-120k","5-7%","20-30%",">25k","6",">5k","20-25%","<-5k","1-1.5k","3-5k",">5k","5-8k",">9%","upTo9%",">1.75m","15-20k","<2%","5-7%","<25k","3-5%","<25k","<15k","55-900k","2"
"35-40k",">400k","40-80k","7-9%","10-20%","15-20k","3","3-4k","50-65%","15-20k",">1.5k","<3k","<3k","<5k","<3%","upTo9%","750k-1m",">30k","4-5%","5-7%","35-40k","3-5%","40-45k","25-30k","<55k","0"
"25-30k",">400k","40-80k","5-7%","20-30%","20-25k","5","4-5k","25-50%","-5-5k","1-1.5k","<3k","<3k","5-8k","3-5%",">17%","750k-1m","20-25k","3-4%",">9%","30-35k",">9%","30-35k","15-20k","55-900k","1"
"30-35k",">400k","120-160k",">9%","20-30%","15-20k","3","3-4k","20-25%","-5-5k",">1.5k",">5k",">5k",">9k","5-7%","13-17%","1.5-1.75m","20-25k","2-3%","5-7%","35-40k",">9%","35-40k","15-20k","55-900k","1"
"35-40k","<200k","40-80k","5-7%","<10%","5-10k","2","1-2k","<20%","20-25k",">1.5k",">5k",">5k","8-9k","3-5%","upTo9%","1-1.25m","25-30k","3-4%","3-5%","40-45k","7-9%","35-40k","25-30k","55-900k","1"
"35-40k","<200k","<40k","<3%","20-30%","5-10k","4","1-2k","<20%","15-20k","1-1.5k","<3k","<3k","5-8k","5-7%","13-17%","1-1.25m","25-30k","2-3%","3-5%","40-45k","7-9%","35-40k","20-25k","55-900k","1"
"40-45k","200-300k","40-80k","5-7%",">30%","5-10k","4","1-2k","20-25%","15-20k","1-1.5k","<3k","<3k","<5k","7-9%","upTo9%","1-1.25m",">30k","3-4%","<3%","40-45k","5-7%","40-45k","20-25k","55-900k","1"
"<25k",">400k","<40k","<3%",">30%","10-15k","3","2-3k","20-25%","-5-5k","<1k","<3k","<3k","5-8k","5-7%","13-17%",">1.75m","15-20k","<2%","<3%","<25k","<3%","25-30k","<15k","55-900k","2"
"<25k","<200k","<40k","3-5%","10-20%","5-10k","3","1-2k","<20%","10-15k",">1.5k","3-5k","3-5k","<5k","7-9%","upTo9%","1-1.25m","15-20k","2-3%",">9%","<25k","3-5%","<25k","15-20k","<55k","0"
"35-40k",">400k","80-120k",">9%",">30%",">25k","6",">5k","50-65%","<-5k",">1.5k",">5k",">5k","8-9k","7-9%","13-17%","1-1.25m",">30k","4-5%","5-7%","35-40k","7-9%","35-40k","15-20k","55-900k","1"
"30-35k","<200k","120-160k",">9%",">30%","5-10k","4","1-2k","<20%","5-10k","1-1.5k","3-5k","3-5k","8-9k","<3%",">17%","1.5-1.75m","20-25k","2-3%","7-9%","30-35k","7-9%","35-40k","<15k","55-900k","1"
">45k",">400k","<40k","5-7%","10-20%","10-15k","2","2-3k",">65%","20-25k","1-1.5k","3-5k","3-5k",">9k","<3%",">17%","<750k",">30k",">5%","7-9%",">45k","<3%",">45k","30-35k","<55k","0"
">45k","<200k","120-160k",">9%","<10%","5-10k","5","1-2k","<20%",">25k","1-1.5k","<3k","<3k","8-9k","<3%",">17%","1.5-1.75m",">30k","3-4%","5-7%",">45k","<3%",">45k","30-35k","55-900k","1"
"30-35k","300-400k","80-120k","7-9%","20-30%","15-20k","4","3-4k","20-25%","-5-5k",">1.5k","<3k","<3k","5-8k","5-7%","13-17%","1.25-1.5m","25-30k","2-3%","5-7%","30-35k","5-7%","35-40k","15-20k","55-900k","1"
"30-35k","200-300k","<40k","5-7%","<10%","10-15k","4","2-3k","25-50%","10-15k",">1.5k",">5k",">5k","5-8k","7-9%","upTo9%","<750k","25-30k","4-5%","3-5%","30-35k",">9%","30-35k","20-25k","<55k","0"
"25-30k","200-300k","<40k","3-5%","20-30%","5-10k","3","1-2k","20-25%","5-10k",">1.5k",">5k",">5k","8-9k","7-9%","13-17%","750k-1m","20-25k","2-3%","7-9%","25-30k","<3%","30-35k","15-20k","55-900k","0"
"25-30k","200-300k","80-120k","5-7%",">30%","15-20k","6","3-4k","20-25%","5-10k",">1.5k","<3k","3-5k","<5k","5-7%","upTo9%","1.25-1.5m","20-25k","<2%","3-5%","30-35k",">9%","25-30k","15-20k","55-900k","1"
"30-35k",">400k","<40k","3-5%","20-30%","10-15k","2","2-3k","50-65%","5-10k","<1k","3-5k","3-5k","5-8k",">9%","upTo9%","750k-1m","25-30k","3-4%","7-9%","30-35k","3-5%","35-40k","20-25k","55-900k","0"
"25-30k","<200k","<40k","<3%","20-30%","5-10k","3","1-2k","<20%","10-15k","1-1.5k","<3k","<3k","<5k","<3%","upTo9%","1-1.25m","25-30k","2-3%","7-9%","25-30k",">9%","30-35k","20-25k","55-900k","1"
"<25k","<200k","<40k","3-5%","20-30%","5-10k","6","1-2k","20-25%","5-10k","<1k",">5k",">5k","8-9k","7-9%","13-17%","750k-1m","15-20k","3-4%","<3%","<25k","3-5%","25-30k","<15k","55-900k","0"
"35-40k","300-400k","<40k","3-5%","10-20%","20-25k","6","4-5k","50-65%","-5-5k",">1.5k","3-5k","3-5k","5-8k","5-7%","upTo9%","<750k","25-30k",">5%","5-7%","40-45k","5-7%","40-45k","20-25k","<55k","0"
"25-30k","300-400k","80-120k","5-7%","10-20%","20-25k","6","4-5k","<20%","-5-5k","<1k",">5k",">5k","8-9k","3-5%","13-17%",">1.75m","15-20k","<2%","3-5%","30-35k",">9%","30-35k","<15k","55-900k","2"
"30-35k","300-400k","120-160k",">9%","20-30%",">25k","6",">5k","20-25%","<-5k",">1.5k",">5k",">5k","8-9k","7-9%","9-13%",">1.75m","20-25k","2-3%","5-7%","35-40k",">9%","30-35k","15-20k","55-900k","2"
"<25k","<200k","<40k","<3%","<10%","5-10k","4","1-2k","<20%","-5-5k",">1.5k",">5k",">5k","8-9k","7-9%","13-17%","750k-1m","10-15k","2-3%","7-9%","25-30k",">9%","25-30k","<15k","55-900k","1"
"<25k","300-400k","40-80k","3-5%","<10%","5-10k","2","1-2k","20-25%","5-10k","<1k",">5k",">5k","8-9k","7-9%",">17%",">1.75m","10-15k","<2%","<3%","<25k","7-9%","25-30k","<15k","55-900k","2"
"35-40k",">400k","<40k","<3%",">30%","5-10k","1","1-2k","20-25%","10-15k","1-1.5k",">5k",">5k",">9k","<3%","9-13%",">1.75m","20-25k","2-3%","<3%","40-45k","7-9%","35-40k","15-20k","55-900k","2"
"25-30k","300-400k","40-80k",">9%","20-30%","15-20k","6","3-4k","50-65%","-5-5k",">1.5k","3-5k","3-5k","5-8k","7-9%","upTo9%","<750k","20-25k","4-5%","5-7%","30-35k",">9%","25-30k","15-20k","<55k","0"
"25-30k","200-300k","40-80k","3-5%","10-20%","<5k","1","<1k","<20%","10-15k","<1k","<3k","<3k","5-8k","7-9%",">17%","1.5-1.75m","20-25k","<2%",">9%","25-30k","<3%","30-35k","15-20k","55-900k","2"
